,"index of flare start in ""gj1243_master_slc.dat""","index of flare stop in ""gj1243_master_slc.dat""",t_start,t_stop,t_peak,t_rise,t_decay,flux peak,ED,Duration of rise,Duration of decay,Complex flag,# of people that identified flare event exists,# of people that analyzed this month,# of flare template components fit to event,Flare_Duration,Index,Flare_Number,Type,Notes,na,key
395,412639.0,412701.0,1257.7226562,1257.7683105,1257.727417,0.0047607,0.0408936,0.0450666,39.6335678,3.3932729,36.2402954,1.0,5.0,5.0,4.0,65.74219200003427,869,869.0,1.0,,,
396,416517.0,416542.0,1260.3920898,1260.40979,1260.3934326,0.0013428,0.0163574,0.032895,8.5572786,0.941851,7.615428,1.0,5.0,5.0,1.0,25.488288000051398,873,873.0,1.0,,,
397,417169.0,417207.0,1260.8388672,1260.8654785,1260.8409424,0.0020752,0.0245361,0.0333396,10.8778753,0.8342274,10.0436478,1.0,5.0,5.0,2.0,38.32027200001903,875,875.0,1.0,,,
398,420932.0,420957.0,1263.4333496,1263.4510498,1263.4361572,0.0028076,0.0148926,0.0081974,3.9724777,0.9702014,3.0022762,1.0,5.0,5.0,1.0,25.488288000051398,879,879.0,1.0,,,
399,421646.0,421674.0,1263.9238281,1263.9428711,1263.9259033,0.0020752,0.0169678,0.0274724,6.6057987,1.7867222,4.8190765,1.0,5.0,5.0,1.0,27.421920000015234,881,881.0,1.0,,,
400,421834.0,421865.0,1264.0526123,1264.0737305,1264.0545654,0.0019531,0.019165,0.0254252,6.104115,1.3685,4.7356153,1.0,5.0,5.0,2.0,30.410208000066632,882,882.0,1.0,,,
401,423305.0,423332.0,1265.0640869,1265.0823975,1265.0654297,0.0013428,0.0169678,0.0178742,4.1250958,0.6703091,3.454787,1.0,5.0,5.0,2.0,26.36726400025509,883,883.0,1.0,,,
402,423966.0,423998.0,1265.5272217,1265.5490723,1265.5292969,0.0020752,0.0197754,0.01981,6.5183282,0.9744258,5.5439024,1.0,5.0,5.0,1.0,31.464864000154193,884,884.0,1.0,,,
403,424647.0,424668.0,1265.996582,1266.0108643,1265.9979248,0.0013428,0.0129395,0.0130181,3.0427337,0.3735715,2.6691623,1.0,5.0,5.0,1.0,20.566512000150396,885,885.0,1.0,,,
404,425447.0,425481.0,1266.546875,1266.5700684,1266.5516357,0.0047607,0.0184326,0.017389,6.4258952,1.5879494,4.8379459,1.0,5.0,5.0,1.0,33.39849600011803,886,886.0,1.0,,,
405,425539.0,425605.0,1266.6123047,1266.6585693,1266.6374512,0.0251465,0.0211182,0.0295164,14.4730473,5.1611233,9.311924,1.0,5.0,5.0,2.0,66.62102399979631,887,887.0,2.0,,,
406,426327.0,426352.0,1267.1564941,1267.1741943,1267.1599121,0.003418,0.0142822,0.0080538,4.2607312,1.1818334,3.0788977,1.0,5.0,5.0,1.0,25.488288000051398,890,890.0,2.0,,,
407,426501.0,426522.0,1267.3186035,1267.3330078,1267.3206787,0.0020752,0.0123291,0.0092568,1.9817743,0.4771722,1.5046021,1.0,5.0,5.0,1.0,20.742191999706847,891,891.0,1.0,,,
408,427299.0,427319.0,1267.866333,1267.8806152,1267.869751,0.003418,0.0108643,0.0072746,2.2477295,0.5713591,1.6763705,1.0,5.0,5.0,1.0,20.566368000036164,892,892.0,1.0,,,
409,429418.0,429438.0,1269.7987061,1269.8129883,1269.8000488,0.0013428,0.0129395,0.0067507,2.5983236,0.3526759,2.2456477,1.0,5.0,5.0,1.0,20.566368000036164,893,893.0,1.0,,,
410,432110.0,432143.0,1271.6547852,1271.6773682,1271.6568604,0.0020752,0.0205078,0.0123925,4.421083,0.3669984,4.0540843,1.0,5.0,5.0,2.0,32.51951999991434,895,895.0,1.0,,,
411,432246.0,432279.0,1271.7474365,1271.7706299,1271.7508545,0.003418,0.0197754,0.0215457,7.0942597,1.3868219,5.707438,1.0,5.0,5.0,1.0,33.39849599979061,896,896.0,1.0,,,
412,432724.0,432752.0,1272.0744629,1272.0935059,1272.076416,0.0019531,0.0170898,0.0260303,6.1933231,0.8008706,5.3924527,1.0,5.0,5.0,1.0,27.421920000015234,898,898.0,1.0,,,
413,433239.0,433296.0,1272.4272461,1272.4674072,1272.4312744,0.0040283,0.0361328,0.0170642,12.9370756,2.246335,10.6907406,1.0,5.0,5.0,3.0,57.83198399996763,900,900.0,1.0,,,
